time_stamp,power,npower,speed,npreds_12hr,npreds_24hr,npreds_168hr,preds_12hr,preds_24hr,preds_168hr
2018-07-06 23:00:00,21,0.203883495145631,2.781326835592836,0.17284489,0.20161286,0.08889426,18.045006,21.048384,9.280561
2018-07-07 00:00:00,14,0.1359223300970873,4.320488954317945,-0.03695765,-0.00072555244,0.011800468,-3.858379,-0.075747676,1.2319689
2018-07-07 01:00:00,7,0.0679611650485436,3.020824476174483,0.13539845,0.11883423,0.061917476,14.135598,12.406294,6.4641848
2018-07-07 02:00:00,8,0.0776699029126213,2.1143705483693456,-0.064976886,-0.10644981,-0.053420752,-6.783587,-11.11336,-5.5771265
2018-07-07 03:00:00,16,0.1553398058252427,2.175176264424044,0.19661736,0.16415617,0.07886472,20.526854,17.137905,8.233478
2018-07-07 04:00:00,1,0.0097087378640776,2.360933164718938,-0.13928731,-0.17877193,-0.0786695,-14.541595,-18.66379,-8.213097
2018-07-07 05:00:00,1,0.0097087378640776,2.0059743928050837,-0.13159037,-0.17004156,-0.077728584,-13.738034,-17.752338,-8.114864
2018-07-07 06:00:00,11,0.1067961165048543,5.781279972677011,0.13623524,0.11665863,0.11194272,14.222959,12.179161,11.68682
2018-07-07 07:00:00,63,0.6116504854368932,10.451897018788774,0.7184407,0.67578006,0.53429216,75.00521,70.55144,55.7801
2018-07-07 08:00:00,58,0.5631067961165048,12.153357412554632,0.95956665,0.87346005,0.82867134,100.17876,91.18923,86.51329
2018-07-07 09:00:00,93,0.9029126213592232,10.182947536457238,0.90908915,0.8458694,0.7843626,94.908905,88.30877,81.88746
2018-07-07 10:00:00,86,0.8349514563106796,9.133415830861466,0.8441186,0.8514403,0.6982753,88.125984,88.89037,72.89995
2018-07-07 11:00:00,75,0.7281553398058253,9.984732749337269,0.8057976,0.8613887,0.72695446,84.12527,89.92898,75.89404
2018-07-07 12:00:00,65,0.6310679611650486,10.033353851990231,0.92367893,0.9477471,0.8530704,96.43208,98.9448,89.06055
2018-07-07 13:00:00,37,0.3592233009708738,11.282438521677934,0.9168311,0.93851864,0.88797355,95.71716,97.981346,92.70444
2018-07-07 14:00:00,38,0.3689320388349514,7.30896538013951,0.59316653,0.7174984,0.60434455,61.926586,74.90684,63.09357
2018-07-07 15:00:00,37,0.3592233009708738,4.661995801742878,0.41786402,0.5679153,0.344873,43.625004,59.29036,36.00474
2018-07-07 16:00:00,32,0.3106796116504854,4.406411617556783,0.20140985,0.39593711,0.20726018,21.027187,41.335835,21.637962
2018-07-07 17:00:00,24,0.233009708737864,4.682699033563091,0.03620912,0.20653471,0.117218874,3.7802324,21.562225,12.237651
2018-07-07 18:00:00,24,0.233009708737864,5.249584064630071,0.13156474,0.22512624,0.16234683,13.735358,23.50318,16.949009
2018-07-07 19:00:00,17,0.1650485436893204,4.574969182968903,0.097521335,0.11292432,0.10290794,10.181228,11.789299,10.743589
2018-07-07 20:00:00,10,0.0970873786407767,4.042916809405223,0.109145775,0.08862965,0.07648365,11.394819,9.252935,7.9848933
2018-07-07 21:00:00,11,0.1067961165048543,4.064406404345945,0.006611511,-0.03682588,0.017296687,0.69024175,-3.844622,1.8057741
2018-07-07 22:00:00,10,0.0970873786407767,3.971656269370761,0.16502091,0.111360356,0.08845474,17.228184,11.626021,9.234674
2018-07-07 23:00:00,13,0.1262135922330097,4.6076480440679175,0.34836215,0.29707918,0.20224845,36.369007,31.015066,21.114738
2018-07-08 00:00:00,8,0.0776699029126213,4.961515239625168,0.26146662,0.2057184,0.16462813,27.297115,21.477001,17.187178
2018-07-08 01:00:00,5,0.0485436893203883,4.89507075882869,0.4253456,0.3815804,0.26153216,44.406082,39.836994,27.303957
2018-07-08 02:00:00,7,0.0679611650485436,4.679214466427883,0.35807776,0.32209438,0.2197251,37.38332,33.626656,22.9393
2018-07-08 03:00:00,1,0.0097087378640776,4.631343052661992,0.47058535,0.4614673,0.28883818,49.129112,48.177185,30.154707
2018-07-08 04:00:00,0,0.0,3.2772134324193973,0.39090407,0.3871949,0.21480896,40.810387,40.42315,22.426056
2018-07-08 05:00:00,4,0.0388349514563106,3.8522133806136374,0.18411568,0.20239589,0.107965186,19.221678,21.13013,11.271565
2018-07-08 06:00:00,11,0.1067961165048543,4.085774995988581,0.21171775,0.22391385,0.12916034,22.103334,23.376606,13.48434
2018-07-08 07:00:00,4,0.0388349514563106,3.941514260703251,-0.020970136,-0.035196703,0.0046405047,-2.1892822,-3.6745358,0.4844687
2018-07-08 08:00:00,0,0.0,4.162053574251217,0.37555403,0.36251363,0.21228456,39.20784,37.846424,22.162508
2018-07-08 09:00:00,0,0.0,4.25898784806421,-0.020733371,-0.039458446,0.0064637214,-2.164564,-4.119462,0.6748125
2018-07-08 10:00:00,0,0.0,2.8262580496844323,0.11901635,0.085310206,0.040315807,12.425307,8.906385,4.20897
2018-07-08 11:00:00,0,0.0,2.401647168630035,0.043222487,0.0039771646,-0.0026821047,4.512428,0.415216,-0.28001174
2018-07-08 12:00:00,0,0.0,1.6966120845456103,-0.11011571,-0.15144998,-0.080654815,-11.49608,-15.811378,-8.420362
2018-07-08 13:00:00,0,0.0,2.190302122300659,0.21870202,0.19677258,0.09329254,22.83249,20.543056,9.739741
2018-07-08 14:00:00,0,0.0,2.123962576113051,0.0016099364,-0.021765381,-0.0069687217,0.16807736,-2.2723057,-0.72753453
2018-07-08 15:00:00,0,0.0,2.5932672867510664,0.24418354,0.24015415,0.12717026,25.492762,25.072094,13.276576
2018-07-08 16:00:00,0,0.0,2.4612754823375576,0.094780296,0.09284249,0.05477246,9.895063,9.692756,5.718245
2018-07-08 17:00:00,0,0.0,2.1580679753409906,0.10615699,0.105682105,0.056783378,11.08279,11.033212,5.928185
2018-07-08 18:00:00,1,0.0097087378640776,1.7177223657098193,-0.12845157,-0.14101379,-0.064817116,-13.410344,-14.72184,-6.7669067
2018-07-08 19:00:00,2,0.0194174757281553,2.14305740238299,0.17745471,0.17310482,0.08750904,18.526272,18.072144,9.135944
2018-07-08 20:00:00,1,0.0097087378640776,2.1628321249587463,0.18972537,0.18933216,0.09876013,19.80733,19.766277,10.310557
2018-07-08 21:00:00,0,0.0,1.511083523763591,-0.11104063,-0.122290894,-0.056422427,-11.592642,-12.76717,-5.8905015
2018-07-08 22:00:00,0,0.0,2.061266873775542,0.14564687,0.14194858,0.070935816,15.205533,14.819432,7.4056993
2018-07-08 23:00:00,0,0.0,1.6975067168366718,0.07308264,0.06473577,0.033023737,7.629828,6.7584147,3.4476783
2018-07-09 00:00:00,0,0.0,1.4143853985103036,0.18803898,0.1844202,0.090025306,19.63127,19.25347,9.398642
2018-07-09 01:00:00,0,0.0,0.9205742641982928,-0.02002199,-0.034878887,-0.01691927,-2.0902958,-3.641356,-1.7663718
2018-07-09 02:00:00,0,0.0,1.6106033666779285,-0.18650982,-0.20670626,-0.09558433,-19.471624,-21.580133,-9.979005
2018-07-09 03:00:00,0,0.0,1.9779512120010427,0.10783014,0.094352305,0.047900155,11.257466,9.850381,5.0007763
2018-07-09 04:00:00,0,0.0,3.3679229452811175,-0.083448455,-0.09977168,-0.03318195,-8.712019,-10.416163,-3.4641957
